Document_No,Line_No,Item Code,Description,Quantity (Clean),Unit_Price,Line_Discount_Percent,Line_Amount,Net_Amount_Excl_VAT,Posting_Date,Total_Amount_Excl_VAT,Total_VAT_Amount,Total_Amount_Incl_VAT,GST (%),Exchange rate,Sales_Channel,Returns_Refunds,Promo_Flag,Customer_ID
DOC001290,1,CAM-MN-CM-135G,Natural Cocktail Mix,1,5.55,12,5.55,4.88,2023-12-31,4.88,0.34,5.22,7%,1.0,Shopee,0,Y,CUST0131
DOC001291,1,CAM-MN-CM-135G,Natural Cocktail Mix,7,5.7,13,39.9,34.71,2024-11-26,34.71,2.43,37.14,7%,1.0,Shopee,0,Y,CUST0077
DOC001292,1,CAM-NB-WB-350G,Camel Organic Walnut Butter,8,8.95,14,71.6,61.58,2023-12-01,61.58,4.31,65.89,7%,1.0,Shopee,1,Y,CUST0081
DOC001293,1,CAM-C-R-1KG,Roasted Cashews 1kg,3,28.67,1,86.01,85.15,2024-02-15,85.15,5.96,91.11,7%,1.0,Shopify,0,N,CUST0114
DOC001294,1,CAM-A-H-36G,Honey Almonds Mini 36g,8,1.54,13,12.32,10.72,2023-01-29,10.72,0.75,11.47,7%,1.0,Shopee,0,Y,CUST0102
DOC001295,1,CAM-C-S-1KG,Satay Cashews 1kg,2,27.75,5,55.5,52.73,2024-01-19,52.73,3.69,56.42,7%,1.0,Shopify,0,N,CUST0174
DOC001296,1,CAM-A-H-135G,Honey Almonds,8,5.1,11,40.8,36.31,2023-06-03,36.31,2.54,38.85,7%,1.0,Shopee,0,Y,CUST0056
DOC001297,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,1,4.88,0,4.88,4.88,2023-02-26,4.88,0.34,5.22,7%,1.0,Shopify,0,N,CUST0013
DOC001298,1,CAM-A-H-135G,Honey Almonds,8,5.27,9,42.16,38.37,2023-10-27,38.37,2.69,41.06,7%,1.0,Lazada,0,N,CUST0019
DOC001299,1,CAM-C-R-1KG,Roasted Cashews 1kg,1,28.72,15,28.72,24.41,2024-02-14,24.41,1.71,26.12,7%,1.0,Shopee,0,Y,CUST0172
DOC001300,1,CAM-A-H-36G,Honey Almonds Mini 36g,1,1.63,9,1.63,1.48,2024-10-11,1.48,0.1,1.58,7%,1.0,Lazada,1,N,CUST0117
DOC001301,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,2,5.22,5,10.44,9.92,2023-09-30,9.92,0.69,10.61,7%,1.0,Lazada,0,N,CUST0077
DOC001302,1,CAM-C-H-1KG,Honey Cashews 1kg,8,28.18,1,225.44,223.19,2024-01-08,223.19,15.62,238.81,7%,1.0,Shopify,0,N,CUST0026
DOC001303,1,CAM-P-A-135G,Peanut Anchovies,3,1.76,12,5.28,4.65,2024-04-05,4.65,0.33,4.98,7%,1.0,Shopee,0,Y,CUST0024
DOC001304,1,CAM-MN-BD-135G,Natural Nutty Berries Delight,4,5.07,13,20.28,17.64,2023-01-05,17.64,1.23,18.87,7%,1.0,Lazada,0,Y,CUST0058
DOC001305,1,CAM-C-NB-135G,Natural Baked Cashews,5,4.99,15,24.95,21.21,2024-01-31,21.21,1.48,22.69,7%,1.0,Shopee,0,Y,CUST0045
DOC001306,1,CAM-A-R-1KG,Raw Almonds 1kg,2,20.15,11,40.3,35.87,2024-02-18,35.87,2.51,38.38,7%,1.0,Shopee,0,Y,CUST0052
DOC001307,1,CAM-P-GS-135G,Garlic Shandong Groundnuts,4,1.81,10,7.24,6.52,2023-02-25,6.52,0.46,6.98,7%,1.0,Lazada,0,Y,CUST0169
DOC001308,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.36,10,10.72,9.65,2023-12-07,9.65,0.68,10.33,7%,1.0,Lazada,0,Y,CUST0057
DOC001309,1,CAM-A-H-135G,Honey Almonds,4,5.5,11,22.0,19.58,2023-12-05,19.58,1.37,20.95,7%,1.0,Shopee,0,Y,CUST0138
DOC001310,1,CAM-A-H-36G,Honey Almonds Mini 36g,5,1.64,14,8.2,7.05,2024-06-27,7.05,0.49,7.54,7%,1.0,Shopee,0,Y,CUST0097
DOC001311,1,CAM-DF&-M-200G,Dried Mango,6,4.7,11,28.2,25.1,2023-09-14,25.1,1.76,26.86,7%,1.0,Shopee,0,Y,CUST0005
DOC001312,1,CAM-C-R-135G,Roasted Cashews,1,5.31,7,5.31,4.94,2023-10-28,4.94,0.35,5.29,7%,1.0,Lazada,0,N,CUST0124
DOC001313,1,CAM-P-C-135G,Cracker Peanuts,2,1.63,8,3.26,3.0,2023-01-28,3.0,0.21,3.21,7%,1.0,Lazada,1,N,CUST0122
DOC001314,1,CAM-C-NB-135G,Natural Baked Cashews,2,5.19,12,10.38,9.13,2023-06-30,9.13,0.64,9.77,7%,1.0,Shopee,0,Y,CUST0091
DOC001315,1,CAM-C-R-135G,Roasted Cashews,5,5.39,12,26.95,23.72,2024-03-24,23.72,1.66,25.38,7%,1.0,Shopee,0,Y,CUST0076
DOC001316,1,CAM-C-R-135G,Roasted Cashews,3,5.39,1,16.17,16.01,2023-09-14,16.01,1.12,17.13,7%,1.0,Shopify,0,N,CUST0057
DOC001317,1,CAM-A-NB-135G,Natural Baked Almonds,2,4.64,5,9.28,8.82,2024-02-13,8.82,0.62,9.44,7%,1.0,Shopify,0,N,CUST0094
DOC001318,1,CAM-C-R-135G,Roasted Cashews,5,4.91,12,24.55,21.6,2023-10-27,21.6,1.51,23.11,7%,1.0,Shopee,1,Y,CUST0196
DOC001319,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,1,28.61,10,28.61,25.75,2024-02-11,25.75,1.8,27.55,7%,1.0,Shopee,0,Y,CUST0161
DOC001320,1,CAM-C-R-135G,Roasted Cashews,4,5.24,8,20.96,19.28,2024-03-21,19.28,1.35,20.63,7%,1.0,Lazada,0,N,CUST0199
DOC001321,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,3,5.1,6,15.3,14.38,2023-11-18,14.38,1.01,15.39,7%,1.0,Lazada,0,N,CUST0085
DOC001322,1,CAM-MN-CM-135G,Natural Cocktail Mix,3,5.8,15,17.4,14.79,2024-11-09,14.79,1.04,15.83,7%,1.0,Shopee,0,Y,CUST0158
DOC001323,1,CAM-P-B-1KG,Baked Pistachios 1kg,2,26.62,14,53.24,45.79,2023-01-03,45.79,3.21,49.0,7%,1.0,Shopee,0,Y,CUST0134
DOC001324,1,CAM-C-H-135G,Honey Cashews,3,5.51,14,16.53,14.22,2023-03-02,14.22,1.0,15.22,7%,1.0,Shopee,0,Y,CUST0165
DOC001325,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,9,28.28,3,254.52,246.88,2024-01-26,246.88,17.28,264.16,7%,1.0,Shopify,0,N,CUST0147
DOC001326,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,4,26.2,14,104.8,90.13,2023-03-29,90.13,6.31,96.44,7%,1.0,Shopee,0,Y,CUST0012
DOC001327,1,CAM-C-R-135G,Roasted Cashews,6,4.51,10,27.06,24.35,2023-08-29,24.35,1.7,26.05,7%,1.0,Shopee,0,Y,CUST0127
DOC001328,1,CAM-P-B-400G,Baked Pistachios 400g,2,9.65,3,19.3,18.72,2023-06-19,18.72,1.31,20.03,7%,1.0,Shopify,0,N,CUST0154
DOC001329,1,CAM-A-H-36G,Honey Almonds Mini 36g,6,1.61,12,9.66,8.5,2024-09-11,8.5,0.6,9.1,7%,1.0,Shopee,0,Y,CUST0185
DOC001330,1,CAM-C-R-1KG,Roasted Cashews 1kg,1,28.24,15,28.24,24.0,2023-07-15,24.0,1.68,25.68,7%,1.0,Shopee,0,Y,CUST0141
DOC001331,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,4.98,12,9.96,8.76,2023-12-11,8.76,0.61,9.37,7%,1.0,Shopee,0,Y,CUST0189
DOC001332,1,CAM-A-H-135G,Honey Almonds,4,5.04,10,20.16,18.14,2024-10-31,18.14,1.27,19.41,7%,1.0,Lazada,0,Y,CUST0067
DOC001333,1,CAM-MN-CM-135G,Natural Cocktail Mix,9,5.52,15,49.68,42.23,2023-12-20,42.23,2.96,45.19,7%,1.0,Shopee,1,Y,CUST0115
DOC001334,1,CAM-MN-CM-135G,Natural Cocktail Mix,6,5.39,7,32.34,30.08,2024-11-06,30.08,2.11,32.19,7%,1.0,Lazada,0,N,CUST0181
DOC001335,1,CAM-C-H-135G,Honey Cashews,8,5.6,13,44.8,38.98,2024-02-22,38.98,2.73,41.71,7%,1.0,Lazada,0,Y,CUST0022
DOC001336,1,CAM-C-H-1KG,Honey Cashews 1kg,3,28.59,12,85.77,75.48,2024-09-04,75.48,5.28,80.76,7%,1.0,Shopee,0,Y,CUST0102
DOC001337,1,CAM-C-S-135G,Satay Cashews,6,5.29,8,31.74,29.2,2023-11-11,29.2,2.04,31.24,7%,1.0,Lazada,0,N,CUST0160
DOC001338,1,CAM-C-NB-135G,Natural Baked Cashews,6,5.39,4,32.34,31.05,2024-01-24,31.05,2.17,33.22,7%,1.0,Shopify,0,N,CUST0073
DOC001339,1,CAM-C-H-135G,Honey Cashews,6,5.32,13,31.92,27.77,2023-01-09,27.77,1.94,29.71,7%,1.0,Shopee,0,Y,CUST0059
DOC001340,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,3,5.64,14,16.92,14.55,2024-04-15,14.55,1.02,15.57,7%,1.0,Shopee,0,Y,CUST0074
DOC001341,1,CAM-A-NB-36G,Natural Baked Almonds Mini 36g,8,1.64,5,13.12,12.46,2023-01-10,12.46,0.87,13.33,7%,1.0,Shopify,0,N,CUST0124
DOC001342,1,CAM-C-H-135G,Honey Cashews,5,5.66,12,28.3,24.9,2024-06-29,24.9,1.74,26.64,7%,1.0,Shopee,1,Y,CUST0044
DOC001343,1,CAM-P-GS-135G,Garlic Shandong Groundnuts,2,1.95,12,3.9,3.43,2024-12-28,3.43,0.24,3.67,7%,1.0,Shopee,0,Y,CUST0083
DOC001344,1,CAM-P-B-400G,Baked Pistachios 400g,3,9.07,9,27.21,24.76,2024-12-12,24.76,1.73,26.49,7%,1.0,Lazada,1,N,CUST0038
DOC001345,1,CAM-A-H-135G,Honey Almonds,3,5.15,12,15.45,13.6,2024-03-01,13.6,0.95,14.55,7%,1.0,Shopee,0,Y,CUST0091
DOC001346,1,CAM-DF&-C-200G,Dried Cranberries,5,4.73,10,23.65,21.28,2024-08-16,21.28,1.49,22.77,7%,1.0,Shopee,0,Y,CUST0033
DOC001347,1,CAM-A-H-135G,Honey Almonds,3,5.13,15,15.39,13.08,2023-06-07,13.08,0.92,14.0,7%,1.0,Shopee,0,Y,CUST0070
DOC001348,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.11,8,10.22,9.4,2023-12-14,9.4,0.66,10.06,7%,1.0,Lazada,0,N,CUST0114
DOC001349,1,CAM-C-H-1KG,Honey Cashews 1kg,2,28.63,10,57.26,51.53,2024-06-18,51.53,3.61,55.14,7%,1.0,Shopee,0,Y,CUST0197
DOC001350,1,CAM-A-H-135G,Honey Almonds,4,4.7,12,18.8,16.54,2023-03-03,16.54,1.16,17.7,7%,1.0,Shopee,0,Y,CUST0163
DOC001351,1,CAM-BG&-BB-135G,Broad Beans (Fava) Original,7,2.13,5,14.91,14.16,2023-08-21,14.16,0.99,15.15,7%,1.0,Shopify,0,N,CUST0128
DOC001352,1,CAM-NB-CB-350G,Camel Organic Cashew Butter,2,9.03,10,18.06,16.25,2023-04-11,16.25,1.14,17.39,7%,1.0,Lazada,0,Y,CUST0051
DOC001353,1,CAM-C-H-1KG,Honey Cashews 1kg,5,26.78,3,133.9,129.88,2023-07-18,129.88,9.09,138.97,7%,1.0,Shopify,0,N,CUST0199
DOC001354,1,CAM-C-NB-135G,Natural Baked Cashews,6,4.65,5,27.9,26.5,2023-02-21,26.5,1.86,28.36,7%,1.0,Lazada,0,N,CUST0095
DOC001355,1,CAM-P-B-135G,Baked Pistachios,2,5.35,6,10.7,10.06,2023-05-11,10.06,0.7,10.76,7%,1.0,Lazada,0,N,CUST0159
DOC001356,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,1,29.28,1,29.28,28.99,2024-02-26,28.99,2.03,31.02,7%,1.0,Shopify,0,N,CUST0015
DOC001357,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,4,5.66,15,22.64,19.24,2024-12-12,19.24,1.35,20.59,7%,1.0,Shopee,0,Y,CUST0018
DOC001358,1,CAM-C-R-1KG,Roasted Cashews 1kg,3,29.51,14,88.53,76.14,2024-01-22,76.14,5.33,81.47,7%,1.0,Shopee,0,Y,CUST0189
DOC001359,1,CAM-MN-CM-135G,Natural Cocktail Mix,3,5.59,13,16.77,14.59,2024-11-27,14.59,1.02,15.61,7%,1.0,Shopify,0,Y,CUST0146
DOC001360,1,CAM-C-NB-135G,Natural Baked Cashews,2,5.23,12,10.46,9.2,2023-10-31,9.2,0.64,9.84,7%,1.0,Shopee,0,Y,CUST0036
DOC001361,1,CAM-C-H-1KG,Honey Cashews 1kg,3,24.57,15,73.71,62.65,2024-05-16,62.65,4.39,67.04,7%,1.0,Shopee,0,Y,CUST0144
DOC001362,1,CAM-C-H-1KG,Honey Cashews 1kg,1,28.75,0,28.75,28.75,2023-10-07,28.75,2.01,30.76,7%,1.0,Shopify,0,N,CUST0106
DOC001363,1,CAM-A-H-135G,Honey Almonds,2,5.0,15,10.0,8.5,2024-01-06,8.5,0.6,9.1,7%,1.0,Shopee,0,Y,CUST0166
DOC001364,1,CAM-A-H-36G,Honey Almonds Mini 36g,2,1.53,5,3.06,2.91,2023-03-20,2.91,0.2,3.11,7%,1.0,Shopify,0,N,CUST0103
DOC001365,1,CAM-MN-FM-135G,Fancy Mixed Nuts,3,4.82,10,14.46,13.01,2024-07-30,13.01,0.91,13.92,7%,1.0,Shopee,0,Y,CUST0142
DOC001366,1,CAM-C-H-135G,Honey Cashews,2,5.03,1,10.06,9.96,2023-07-24,9.96,0.7,10.66,7%,1.0,Shopify,0,N,CUST0195
DOC001367,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,2,5.28,1,10.56,10.45,2023-12-18,10.45,0.73,11.18,7%,1.0,Shopify,0,N,CUST0121
DOC001368,1,CAM-MN-CM-135G,Natural Cocktail Mix,2,5.69,10,11.38,10.24,2024-12-19,10.24,0.72,10.96,7%,1.0,Shopee,0,Y,CUST0059
DOC001369,1,CAM-C-NB-135G,Natural Baked Cashews,2,4.62,11,9.24,8.22,2023-12-18,8.22,0.58,8.8,7%,1.0,Shopee,0,Y,CUST0085
DOC001370,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,2,5.23,13,10.46,9.1,2024-11-20,9.1,0.64,9.74,7%,1.0,Shopee,1,Y,CUST0084
DOC001371,1,CAM-P-S-135G,Sugar Peanuts,3,1.55,6,4.65,4.37,2024-10-10,4.37,0.31,4.68,7%,1.0,Lazada,0,N,CUST0024
DOC001372,1,CAM-C-S-135G,Satay Cashews,2,5.53,13,11.06,9.62,2024-01-02,9.62,0.67,10.29,7%,1.0,Shopee,0,Y,CUST0021
DOC001373,1,CAM-P-B-135G,Baked Pistachios,2,5.31,3,10.62,10.3,2023-03-07,10.3,0.72,11.02,7%,1.0,Shopify,0,N,CUST0136
DOC001374,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,1,28.24,2,28.24,27.68,2023-04-22,27.68,1.94,29.62,7%,1.0,Shopify,0,N,CUST0061
DOC001375,1,CAM-MN-FM-135G,Fancy Mixed Nuts,2,5.6,11,11.2,9.97,2023-11-26,9.97,0.7,10.67,7%,1.0,Shopee,0,Y,CUST0061
DOC001376,1,CAM-MN-CM-135G,Natural Cocktail Mix,5,5.61,0,28.05,28.05,2023-12-03,28.05,1.96,30.01,7%,1.0,Shopify,0,N,CUST0124
DOC001377,1,CAM-C-H-135G,Honey Cashews,3,5.05,15,15.15,12.88,2024-08-01,12.88,0.9,13.78,7%,1.0,Shopee,0,Y,CUST0038
DOC001378,1,CAM-A-H-36G,Honey Almonds Mini 36g,4,1.45,10,5.8,5.22,2024-06-25,5.22,0.37,5.59,7%,1.0,Lazada,0,Y,CUST0034
DOC001379,1,CAM-A-H-36G,Honey Almonds Mini 36g,3,1.56,11,4.68,4.17,2023-02-07,4.17,0.29,4.46,7%,1.0,Shopee,0,Y,CUST0144
DOC001380,1,CAM-MN-FM-135G,Fancy Mixed Nuts,3,5.44,3,16.32,15.83,2023-11-01,15.83,1.11,16.94,7%,1.0,Shopify,0,N,CUST0129
DOC001381,1,CAM-A-H-135G,Honey Almonds,6,5.49,14,32.94,28.33,2023-01-19,28.33,1.98,30.31,7%,1.0,Shopee,0,Y,CUST0107
DOC001382,1,CAM-NB-AB-350G,Camel Organic Almond Butter,1,9.52,1,9.52,9.42,2023-06-01,9.42,0.66,10.08,7%,1.0,Shopify,0,N,CUST0015
DOC001383,1,CAM-MN-CM-135G,Natural Cocktail Mix,4,5.1,13,20.4,17.75,2024-12-11,17.75,1.24,18.99,7%,1.0,Shopee,1,Y,CUST0030
DOC001384,1,CAM-A-S-135G,Smoked Almonds,2,5.6,7,11.2,10.42,2023-08-01,10.42,0.73,11.15,7%,1.0,Lazada,0,N,CUST0032
DOC001385,1,CAM-A-H-135G,Honey Almonds,5,5.66,12,28.3,24.9,2023-02-20,24.9,1.74,26.64,7%,1.0,Shopee,0,Y,CUST0163
DOC001386,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,25.81,10,51.62,46.46,2024-04-21,46.46,3.25,49.71,7%,1.0,Shopee,0,Y,CUST0080
DOC001387,1,CAM-P-GS-135G,Garlic Shandong Groundnuts,4,1.88,12,7.52,6.62,2023-02-14,6.62,0.46,7.08,7%,1.0,Shopee,0,Y,CUST0184
DOC001388,1,CAM-MN-CM-135G,Natural Cocktail Mix,1,5.63,5,5.63,5.35,2024-11-23,5.35,0.37,5.72,7%,1.0,Shopify,0,N,CUST0168
DOC001389,1,CAM-P-A-135G,Peanut Anchovies,9,1.88,2,16.92,16.58,2024-02-28,16.58,1.16,17.74,7%,1.0,Shopify,0,N,CUST0199
DOC001390,1,CAM-C-NB-135G,Natural Baked Cashews,1,5.33,8,5.33,4.9,2024-04-28,4.9,0.34,5.24,7%,1.0,Lazada,1,N,CUST0181
DOC001391,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,25.08,10,50.16,45.14,2024-01-25,45.14,3.16,48.3,7%,1.0,Shopee,1,Y,CUST0199
DOC001392,1,CAM-MN-BD-135G,Natural Nutty Berries Delight,6,5.12,11,30.72,27.34,2023-10-26,27.34,1.91,29.25,7%,1.0,Shopee,0,Y,CUST0159
DOC001393,1,CAM-A-R-1KG,Raw Almonds 1kg,3,21.44,1,64.32,63.68,2023-01-15,63.68,4.46,68.14,7%,1.0,Shopify,0,N,CUST0040
DOC001394,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,28.76,4,57.52,55.22,2023-08-18,55.22,3.87,59.09,7%,1.0,Shopify,0,N,CUST0073
DOC001395,1,CAM-NB-AB-350G,Camel Organic Almond Butter,2,8.99,15,17.98,15.28,2023-01-28,15.28,1.07,16.35,7%,1.0,Shopee,0,Y,CUST0143
DOC001396,1,CAM-A-H-135G,Honey Almonds,4,4.96,8,19.84,18.25,2024-08-03,18.25,1.28,19.53,7%,1.0,Lazada,0,N,CUST0012
DOC001397,1,CAM-P-B-1KG,Baked Pistachios 1kg,1,28.56,8,28.56,26.28,2023-11-30,26.28,1.84,28.12,7%,1.0,Lazada,0,N,CUST0095
DOC001398,1,CAM-P-B-400G,Baked Pistachios 400g,4,9.03,10,36.12,32.51,2024-04-12,32.51,2.28,34.79,7%,1.0,Lazada,0,Y,CUST0113
DOC001399,1,CAM-P-B-400G,Baked Pistachios 400g,6,9.6,2,57.6,56.45,2024-10-01,56.45,3.95,60.4,7%,1.0,Shopify,0,N,CUST0134
DOC001400,1,CAM-NB-AB-350G,Camel Organic Almond Butter,1,10.84,12,10.84,9.54,2023-08-27,9.54,0.67,10.21,7%,1.0,Shopee,0,Y,CUST0165
DOC001401,1,CAM-A-H-36G,Honey Almonds Mini 36g,2,1.46,11,2.92,2.6,2024-11-04,2.6,0.18,2.78,7%,1.0,Shopify,0,Y,CUST0084
DOC001402,1,CAM-C-R-135G,Roasted Cashews,1,4.64,8,4.64,4.27,2023-02-27,4.27,0.3,4.57,7%,1.0,Lazada,1,N,CUST0054
DOC001403,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,3,24.59,3,73.77,71.56,2024-01-13,71.56,5.01,76.57,7%,1.0,Shopify,0,N,CUST0101
DOC001404,1,CAM-A-H-36G,Honey Almonds Mini 36g,8,1.49,10,11.92,10.73,2024-08-09,10.73,0.75,11.48,7%,1.0,Lazada,0,Y,CUST0084
DOC001405,1,CAM-P-B-400G,Baked Pistachios 400g,1,9.56,10,9.56,8.6,2024-06-18,8.6,0.6,9.2,7%,1.0,Shopee,0,Y,CUST0060
DOC001406,1,CAM-C-R-135G,Roasted Cashews,6,4.74,10,28.44,25.6,2024-03-30,25.6,1.79,27.39,7%,1.0,Shopee,1,Y,CUST0034
DOC001407,1,CAM-C-R-135G,Roasted Cashews,4,5.28,4,21.12,20.28,2024-01-31,20.28,1.42,21.7,7%,1.0,Shopify,0,N,CUST0157
DOC001408,1,CAM-C-S-1KG,Satay Cashews 1kg,1,25.53,5,25.53,24.25,2023-05-25,24.25,1.7,25.95,7%,1.0,Lazada,0,N,CUST0106
DOC001409,1,CAM-DF&-M-200G,Dried Mango,2,5.26,12,10.52,9.26,2023-06-17,9.26,0.65,9.91,7%,1.0,Shopee,1,Y,CUST0165
DOC001410,1,CAM-A-H-135G,Honey Almonds,10,5.55,12,55.5,48.84,2023-01-05,48.84,3.42,52.26,7%,1.0,Shopee,0,Y,CUST0170
DOC001411,1,CAM-MN-FM-135G,Fancy Mixed Nuts,4,5.48,14,21.92,18.85,2023-12-08,18.85,1.32,20.17,7%,1.0,Shopee,0,Y,CUST0190
DOC001412,1,CAM-P-R-135G,Roasted Peanuts,2,1.53,11,3.06,2.72,2023-07-29,2.72,0.19,2.91,7%,1.0,Shopee,0,Y,CUST0050
DOC001413,1,CAM-C-R-1KG,Roasted Cashews 1kg,6,27.06,12,162.36,142.88,2023-06-21,142.88,10.0,152.88,7%,1.0,Shopee,0,Y,CUST0096
DOC001414,1,CAM-A-S-135G,Smoked Almonds,9,5.21,10,46.89,42.2,2024-03-09,42.2,2.95,45.15,7%,1.0,Shopee,0,Y,CUST0128
DOC001415,1,CAM-P-B-1KG,Baked Pistachios 1kg,1,25.79,6,25.79,24.24,2023-03-27,24.24,1.7,25.94,7%,1.0,Lazada,0,N,CUST0041
DOC001416,1,CAM-A-R-1KG,Raw Almonds 1kg,2,20.55,11,41.1,36.58,2023-06-14,36.58,2.56,39.14,7%,1.0,Shopee,0,Y,CUST0169
DOC001417,1,CAM-C-H-1KG,Honey Cashews 1kg,2,27.77,11,55.54,49.43,2024-06-28,49.43,3.46,52.89,7%,1.0,Shopee,0,Y,CUST0114
DOC001418,1,CAM-P-R-135G,Roasted Peanuts,3,1.51,15,4.53,3.85,2023-11-14,3.85,0.27,4.12,7%,1.0,Shopify,0,Y,CUST0043
DOC001419,1,CAM-C-R-135G,Roasted Cashews,1,4.72,15,4.72,4.01,2024-07-31,4.01,0.28,4.29,7%,1.0,Shopee,0,Y,CUST0194
DOC001420,1,CAM-A-BS-1KG,Almonds Blanched Sliced 1kg,1,20.48,11,20.48,18.23,2023-04-18,18.23,1.28,19.51,7%,1.0,Shopee,0,Y,CUST0112
DOC001421,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,2,25.05,5,50.1,47.6,2023-11-08,47.6,3.33,50.93,7%,1.0,Shopify,0,N,CUST0182
DOC001422,1,CAM-C-NB-1KG,Natural Baked Cashews 1kg,4,27.76,10,111.04,99.94,2024-02-26,99.94,7.0,106.94,7%,1.0,Shopee,0,Y,CUST0074
DOC001423,1,CAM-NB-AB-350G,Camel Organic Almond Butter,1,9.82,10,9.82,8.84,2024-02-08,8.84,0.62,9.46,7%,1.0,Shopee,0,Y,CUST0028
DOC001424,1,CAM-C-NB-135G,Natural Baked Cashews,1,5.2,15,5.2,4.42,2023-08-27,4.42,0.31,4.73,7%,1.0,Shopee,0,Y,CUST0096
DOC001425,1,CAM-C-R-135G,Roasted Cashews,1,4.81,5,4.81,4.57,2024-12-28,4.57,0.32,4.89,7%,1.0,Shopify,0,N,CUST0109
DOC001426,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,4,5.74,12,22.96,20.2,2023-11-11,20.2,1.41,21.61,7%,1.0,Shopify,0,Y,CUST0025
DOC001427,1,CAM-MN-BD-135G,Natural Nutty Berries Delight,5,5.27,2,26.35,25.82,2024-03-09,25.82,1.81,27.63,7%,1.0,Shopify,0,N,CUST0183
DOC001428,1,CAM-A-H-135G,Honey Almonds,2,5.21,0,10.42,10.42,2023-04-06,10.42,0.73,11.15,7%,1.0,Shopify,0,N,CUST0167
DOC001429,1,CAM-P-R-135G,Roasted Peanuts,5,1.51,14,7.55,6.49,2023-04-12,6.49,0.45,6.94,7%,1.0,Shopee,0,Y,CUST0184
DOC001430,1,CAM-P-R-135G,Roasted Peanuts,4,1.61,9,6.44,5.86,2023-01-07,5.86,0.41,6.27,7%,1.0,Lazada,0,N,CUST0044
DOC001431,1,CAM-DF&-M-200G,Dried Mango,3,5.08,7,15.24,14.17,2023-06-16,14.17,0.99,15.16,7%,1.0,Lazada,0,N,CUST0004
DOC001432,1,CAM-C-H-135G,Honey Cashews,11,5.34,4,58.74,56.39,2023-05-06,56.39,3.95,60.34,7%,1.0,Shopify,0,N,CUST0188
DOC001433,1,CAM-NB-CB-350G,Camel Organic Cashew Butter,4,9.02,9,36.08,32.83,2024-08-25,32.83,2.3,35.13,7%,1.0,Lazada,0,N,CUST0029
DOC001434,1,CAM-P-B-400G,Baked Pistachios 400g,2,8.95,11,17.9,15.93,2023-04-16,15.93,1.12,17.05,7%,1.0,Shopee,0,Y,CUST0149
DOC001435,1,CAM-P-R-135G,Roasted Peanuts,4,1.65,6,6.6,6.2,2023-11-02,6.2,0.43,6.63,7%,1.0,Shopify,0,N,CUST0186
DOC001436,1,CAM-MN-FM-135G,Fancy Mixed Nuts,6,5.42,8,32.52,29.92,2024-11-27,29.92,2.09,32.01,7%,1.0,Lazada,0,N,CUST0040
DOC001437,1,CAM-MN-RM-135G,Natural Baked Ruby Mix,3,5.85,12,17.55,15.44,2023-11-08,15.44,1.08,16.52,7%,1.0,Lazada,0,Y,CUST0099
DOC001438,1,CAM-C-H-1KG,Honey Cashews 1kg,4,27.24,13,108.96,94.8,2023-03-28,94.8,6.64,101.44,7%,1.0,Shopee,0,Y,CUST0129
DOC001439,1,CAM-MN-FM-135G,Fancy Mixed Nuts,5,5.59,2,27.95,27.39,2024-11-10,27.39,1.92,29.31,7%,1.0,Shopify,0,N,CUST0110
DOC001440,1,CAM-DF&-C-200G,Dried Cranberries,2,4.7,13,9.4,8.18,2023-04-02,8.18,0.57,8.75,7%,1.0,Shopee,0,Y,CUST0198
DOC001441,1,CAM-MN-BD-135G,Natural Nutty Berries Delight,3,5.51,14,16.53,14.22,2024-12-06,14.22,1.0,15.22,7%,1.0,Shopee,0,Y,CUST0019
DOC001442,1,CAM-C-NB-135G,Natural Baked Cashews,2,5.01,6,10.02,9.42,2024-12-07,9.42,0.66,10.08,7%,1.0,Lazada,0,N,CUST0140
DOC001443,1,CAM-C-R-135G,Roasted Cashews,1,4.53,5,4.53,4.3,2023-05-14,4.3,0.3,4.6,7%,1.0,Shopify,0,N,CUST0005
DOC001444,1,CAM-C-NB-135G,Natural Baked Cashews,1,5.04,8,5.04,4.64,2023-07-16,4.64,0.32,4.96,7%,1.0,Lazada,0,N,CUST0059
